id,ACTION
1,0.9892979965876536
2,0.9990159883571286
3,0.9997341046657825
4,0.995245086925864
5,0.9998713660903626
6,0.9995177769082736
7,0.9871232054938626
8,0.9999978877778296
9,0.9560385126931736
10,0.9915929720272596
11,0.9997273838469094
12,0.9933796983860256
13,0.9998867340719687
14,0.3720753029341817
15,0.9925422417517856
16,0.9976078744826786
17,0.3756974943804643
18,0.907299659668442
19,0.9999632304056164
20,0.9999769241530245
21,0.9999900085217571
22,0.9963779169577102
23,0.9999533034386054
24,0.9953195931624058
25,0.9999917350997833
26,0.969880943989635
27,0.9990315104841734
28,0.9999249293077523
29,0.9993453619649396
30,0.9790434882927119
31,0.9996975231826746
32,0.998619594329541
33,0.9997597380527041
34,0.9996003108078064
35,0.9996337091206348
36,0.9998929946891991
37,0.9963340547132051
38,0.99998385115931
39,0.9990790509139778
40,0.9952368034479189
41,0.6194925082076909
42,0.9997861944658888
43,0.998891453648698
44,0.9997909412587446
45,0.9998848438473388
46,0.9979552792253916
47,0.9999337266100223
48,0.9997337131326017
49,0.9999985622414853
50,0.9986721423800373
51,0.9777302381977293
52,0.9996301371743329
53,0.9910948546143579
54,0.9998251261410717
55,0.9999667601333817
56,0.9999604036553571
57,0.9971536288875196
58,0.9998290160039178
59,0.9998346257544104
60,0.9999407098792447
61,0.9998671685384551
62,0.9999923923541618
63,0.9990757472410131
64,0.9999310295457264
65,0.9999743159783095
66,0.996370888766119
67,0.9947442909742876
68,0.9999605835028903
69,0.9991210397406459
70,0.43805762625896505
71,0.9982608338247504
72,0.9985396384294447
73,0.9999708804850519
74,0.9999375900790377
75,0.9990144658177778
76,0.9995863012782015
77,0.9999272806911824
78,0.9893845141826149
79,0.7014506867120923
80,0.9999296527548163
81,0.9999597041153513
82,0.9998939151786788
83,0.9994292352658305
84,0.9998030021817552
85,0.9991602964710906
86,0.9997640004560866
87,0.9987808548876079
88,0.9998908565024307
89,0.9989697032218949
90,0.9848736575347757
91,0.9961624290316455
92,0.6173378125224696
93,0.9999164644742865
94,0.9997800494428705
95,0.9995314614937189
96,0.9999907768849864
97,0.7785616862498548
98,0.9998714138692076
99,0.9971804445243049
100,0.9999698563142723
101,0.9949193961007816
102,0.9581920211316354
103,0.9996113948353007
104,0.997841782218522
105,0.9335083554760257
106,0.9995264126532183
107,0.9997500229966295
108,0.9996300218729244
109,0.9998827252961674
110,0.9996014024724015
111,0.9600878742732849
112,0.9993987617240355
113,0.997496614604175
114,0.9999458255525968
115,0.9997143342020898
116,0.9960099970178301
117,0.9185144979201446
118,0.999589233041423
119,0.9999885712023046
120,0.999438910964951
121,0.9403622486185221
122,0.9998532914408793
123,0.9972668944676717
124,0.999953877360092
125,0.9996296048828597
126,0.9266309527768399
127,0.9523452070885793
128,0.9834968776263683
129,0.9998178222615628
130,0.9996232656890431
131,0.9996712794942861
132,0.9999678180091213
133,0.9996427256240519
134,0.9516230702629649
135,0.9999232250041058
136,0.9995780295701502
137,0.9996692194871285
138,0.9808178378396292
139,0.9990398543044806
140,0.9999566079166755
141,0.9998782721003031
142,0.9999744355638966
143,0.9998180596262267
144,0.9993514998108017
145,0.9998740400253383
146,0.9467361434022593
147,0.43472234259526027
148,0.794192941494558
149,0.9999383242713089
150,0.9990007804829709
151,0.9999715067750157
152,0.892778692965369
153,0.9997500420314855
154,0.995868783620675
155,0.9996056610376367
156,0.9912854856554822
157,0.9996486765480461
158,0.9997043467837183
159,0.9974545166024202
160,0.9946505217837194
161,0.9818597186703224
162,0.999719956018513
163,0.9999890745617592
164,0.9996939270333386
165,0.9999615233330321
166,0.9999675148776398
167,0.9713118809244572
168,0.9998200852587895
169,0.999678809048552
170,0.9992185147859273
171,0.9996530974868791
172,0.9999364627354713
173,0.9929495679558581
174,0.9998288302056495
175,0.9998221595817733
176,0.9998811492954603
177,0.986845014636762
178,0.9989601195568968
179,0.9999906855132303
180,0.9648766961498276
181,0.676171543942479
182,0.99898548961604
183,0.7868206274860192
184,0.9988806632102153
185,0.9996933864430941
186,0.9063870949051246
187,0.9999713350541111
188,0.9981391686134812
189,0.6503886483330692
190,0.9997354208222042
191,0.9999873402953736
192,0.9999381852741314
193,0.9999544176439427
194,0.9999431179944176
195,0.9969275287186672
196,0.9998340750397089
197,0.9996351048748711
198,0.9950426023309957
199,0.9999131596104495
200,0.8135606682725187
201,0.9999269916706679
202,0.9999195084935477
203,0.9946352226613641
204,0.995616921174308
205,0.9999632382001314
206,0.9996706030250201
207,0.999694345112319
208,0.9996045250947426
209,0.7881740948649952
210,0.9708762448951392
211,0.9715904325003366
212,0.9996433790071143
213,0.9997956487387326
214,0.9989563707953998
215,0.9996614332429783
216,0.979921844606179
217,0.9602688252912635
218,0.9999447227605364
219,0.999799387822406
220,0.9789825023027273
221,0.1046269044057836
222,0.9998877365786588
223,0.9997668614824485
224,0.9997273060166442
225,0.9658141369320022
226,0.8808107920519942
227,0.9989951586019938
228,0.9997677122548636
229,0.9998350921270635
230,0.998678965973545
231,0.9992694884116398
232,0.9991570412411763
233,0.9964860670441091
234,0.13182768554146748
235,0.9835452537977404
236,0.9971180901420438
237,0.9677013292534624
238,0.9695986584056695
239,0.9955821488608078
240,0.9995714195071899
241,0.998149751891017
242,0.8515148574220911
243,0.807889614490393
244,0.9946686239718343
245,0.99798061012031
246,0.9999906323107036
247,0.999723523846311
248,0.9988506898520573
249,0.997773635273404
250,0.9996592865349175
251,0.9998801612028585
252,0.8549750672705104
253,0.999946648694175
254,0.9997497046143514
255,0.9999144008624342
256,0.9993054429316869
257,0.9999527232419232
258,0.9894483295158646
259,0.9647590679582292
260,0.999709762072915
261,0.9620507782417194
262,0.9995422760117924
263,0.9998400070411599
264,0.9997859857665636
265,0.998774966497637
266,0.9996980510367968
267,0.7937409260134323
268,0.9999162750246153
269,0.9780488297145374
270,0.9997031444588707
271,0.9979450138515018
272,0.9999442846656909
273,0.9969069157345911
274,0.5858698287169457
275,0.9998822758355891
276,0.9641514722059433
277,0.9973519781077862
278,0.9999834150754581
279,0.953790147720492
280,0.7402314502249742
281,0.9999823420937922
282,0.9996952882744345
283,0.5820903485813939
284,0.992886185992375
285,0.9999276663890735
286,0.9983013596405446
287,0.9999987376975918
288,0.9999226906000724
289,0.999868194335605
290,0.998175664528249
291,0.404645030974619
292,0.9267921264860143
293,0.9998307249959623
294,0.997738165662509
295,0.997750953245611
296,0.8706834634029431
297,0.3709610189992253
298,0.9824188732551948
299,0.80312797135636
300,0.999640731409471
301,0.43439434680687694
302,0.9999263027186118
303,0.9745638204860103
304,0.9908091948670669
305,0.9935257568710764
306,0.999738225611149
307,0.9992689984843441
308,0.9999992541752435
309,0.992444990609399
310,0.9992222851460757
311,0.9999790751033657
312,0.9999594756485467
313,0.9995749828256718
314,0.9999566358284934
315,0.9997322614987076
316,0.9999165279217743
317,0.9170686788207598
318,0.9999410487049323
319,0.297492674347828
320,0.9995838705866524
321,0.9996857922661483
322,0.8906837447398844
323,0.9999193892063097
324,0.9959212029639172
325,0.8002254294017208
326,0.9766148285806067
327,0.9998201436127632
328,0.9997770521648146
329,0.9999711545200977
330,0.999373215457578
331,0.9999606377125013
332,0.9970135367285546
333,0.9949158926847207
334,0.9798059259995873
335,0.9997723277389894
336,0.9934042138133355
337,0.9998336574976043
338,0.9994542756396496
339,0.9998103339554156
340,0.9999790409053116
341,0.9993387975664454
342,0.9940818950236545
343,0.9990889330852063
344,0.9999822384606691
345,0.9999677551292484
346,0.9997789765366165
347,0.9994913711727337
348,0.9994561933243312
349,0.9999023435949965
350,0.943334869973656
351,0.9939224047055002
352,0.9999988537338427
353,0.9991943357586694
354,0.9493617926034208
355,0.9961325718320789
356,0.9998795316817392
357,0.9994496136131624
358,0.9999753677892413
359,0.9962692919162041
360,0.03414712717396117
361,0.9022546046474342
362,0.9608232924040525
363,0.9420052498929855
364,0.9946726757522397
365,0.9999507398352411
366,0.999982934163283
367,0.9997558613853499
368,0.9999759952294681
369,0.9984650300193909
370,0.9998630617842502
371,0.9956508975031729
372,0.999948673641508
373,0.7415391762980931
374,0.8644174900233703
375,0.9984345545607574
376,0.9996714591187098
377,0.9916624221113267
378,0.9999106862946272
379,0.9999317514929181
380,0.9733466363172785
381,0.9971127340384733
382,0.9997458463241512
383,0.9999924669846714
384,0.9987893143638665
385,0.9986589545947121
386,0.9964154440256866
387,0.8035855016128027
388,0.9989441349857332
389,0.9998029358796362
390,0.9997739539351218
391,0.5145605426827948
392,0.9998528325573107
393,0.9993732885903897
394,0.9985458154474764
395,0.999674002268536
396,0.9979988113929981
397,0.9999676101698999
398,0.9923497285219245
399,0.9999598672777079
400,0.9978695918637518
401,0.9993238314778984
402,0.9993405730726768
403,0.99634140184723
404,0.9880000068118294
405,0.9983275018746202
406,0.9999700678606939
407,0.9780898253719214
408,0.9999209804290081
409,0.996934740698644
410,0.999974981731368
411,0.9993037333113844
412,0.9947034770835486
413,0.9918309007104729
414,0.9999771254571539
415,0.999733294784265
416,0.9627224412817748
417,0.9995503072177436
418,0.9999437001729897
419,0.9980606813943695
420,0.9998001577337752
421,0.999972474443244
422,0.9985762519520608
423,0.9995231743847808
424,0.9883989358835185
425,0.9998864575790747
426,0.9759685284234229
427,0.9997376173926164
428,0.999786513025199
429,0.9996827530775283
430,0.9997898951123493
431,0.9992269451219132
432,0.9998901021184929
433,0.9939729035831237
434,0.9997048735059367
435,0.9421356625814866
436,0.9999809812847528
437,0.9999164641362369
438,0.07133288013865319
439,0.9993834119308591
440,0.6170536942295226
441,0.9988847194039195
442,0.9999752539230675
443,0.9989225300168244
444,0.9999371178460009
445,0.9654218628970075
446,0.9998599324512147
447,0.9984868203840458
448,0.9997625039758634
449,0.9980637320264375
450,0.9924193684641637
451,0.9984809214494349
452,0.9991582053338733
453,0.9997277406708727
454,0.9996291846523757
455,0.9995835219112661
456,0.9998650631205867
457,0.9999906534626245
458,0.9998252633088475
459,0.999982588160601
460,0.671213774490305
461,0.9747409954843002
462,0.9996779807707328
463,0.9997861154127521
464,0.9997887231765817
465,0.9967940252778318
466,0.9999021621478601
467,0.7844638252230861
468,0.9999311018272599
469,0.999638036889761
470,0.9939016649151908
471,0.999887995043841
472,0.9995447881865512
473,0.9999006152475908
474,0.9719804057454401
475,0.9792159674901565
476,0.991263944579412
477,0.999566690766823
478,0.9952122757857532
479,0.9999433749752873
480,0.9999456693930805
481,0.9999788982243638
482,0.9977714702821141
483,0.9999407363960853
484,0.9609277291690201
485,0.9946734076851625
486,0.8345391661525479
487,0.9997435064973486
488,0.9957765077825038
489,0.9998933731862062
490,0.999425355634028
491,0.9999219182029283
492,0.9991887340071255
493,0.9999734009465824
494,0.9963857666810657
495,0.9772399207593215
496,0.9994277641195731
497,0.999963838905789
498,0.9995726634543134
499,0.9999793850937923
500,0.996745124331237
501,0.9982901746786882
502,0.9932571505140892
503,0.9858001568110784
504,0.9999035016390388
505,0.9798295220515117
506,0.9994444544688502
507,0.9999338627073119
508,0.997634057273824
509,0.9978278516115565
510,0.8946957275505026
511,0.9972005323019675
512,0.9999725956011505
513,0.9999835679512712
514,0.8257600297381413
515,0.9995585653174526
516,0.9954648474178206
517,0.9999578038740463
518,0.9958419992042371
519,0.9937743901530174
520,0.9992412844289278
521,0.9999517364121597
522,0.9937816653307837
523,0.9999535684427542
524,0.6539716755797668
525,0.5898133302855886
526,0.25492882775700754
527,0.9996854553106866
528,0.9990260987867183
529,0.9991108446202293
530,0.9999815514167067
531,0.9795409862459789
532,0.9951916683099864
533,0.9999240023636972
534,0.9997916074948626
535,0.9991319020853585
536,0.9998467709696488
537,0.999998353897896
538,0.9990600711796206
539,0.9997526221440047
540,0.96858220445921706
541,0.9998711861095174
