id,ACTION
1,0.8798386469279911
2,0.9737697603755975
3,0.9873206758686923
4,0.9599873049418927
5,0.9908160313272866
6,0.985907522075601
7,0.9296753645849475
8,0.9970966806968812
9,0.8514017561029358
10,0.9592005012577357
11,0.9780385176200296
12,0.9439816801343236
13,0.974566150842963
14,0.6854505624457912
15,0.9517537230844317
16,0.9708241029240258
17,0.7172333024949233
18,0.8834834633943178
19,0.9920407173227972
20,0.9907403571641943
21,0.9932549590115164
22,0.955441290717292
23,0.9789785218385302
24,0.9562924574926908
25,0.9900939740557589
26,0.9319593505450503
27,0.9780250938971605
28,0.9560938132593158
29,0.9781174778694037
30,0.9059980360963376
31,0.98149940803249
32,0.9662129386361399
33,0.9781881507377485
34,0.9856714122112387
35,0.9771879188811655
36,0.9893859777541105
37,0.9578668964897279
38,0.9919583591179039
39,0.9675539800885689
40,0.9307466244581633
41,0.7936348112088678
42,0.984893976301836
43,0.9694473690894456
44,0.9827253137993117
45,0.9854212538624161
46,0.9585651647598697
47,0.9941861732467133
48,0.9750669530578278
49,0.9971586420851554
50,0.9811144827129537
51,0.9429318348740761
52,0.9836442906666959
53,0.9573647797522139
54,0.9910250654421524
55,0.9872745168751127
56,0.9704220414784572
57,0.9646720785710161
58,0.9922778573574411
59,0.9851059811149689
60,0.9899674529523019
61,0.9817941912208531
62,0.992167243787856
63,0.9768222385751224
64,0.9909577835854929
65,0.9929322308428361
66,0.9773553556186283
67,0.9527576345562492
68,0.9940938009316945
69,0.9697126404778607
70,0.6831728082217091
71,0.9645243898284499
72,0.981144092287225
73,0.9892572642808238
74,0.9902079934837662
75,0.9790469364973136
76,0.9853744672241429
77,0.9897732436719168
78,0.9034137873143734
79,0.8290355048889543
80,0.9865692642542802
81,0.9941689173736656
82,0.9871106833358676
83,0.979626028508942
84,0.9831463043739882
85,0.9747082001978138
86,0.9530943799028755
87,0.9645203667656965
88,0.9859257390969757
89,0.9827897617662452
90,0.9278288704807437
91,0.965116445067194
92,0.8109505727069067
93,0.990591327911265
94,0.9667306787921734
95,0.9794962967222149
96,0.9863645459677631
97,0.7643873203366833
98,0.982415629867406
99,0.9819637975397231
100,0.9886026125914503
101,0.9627499085610363
102,0.8301339291568869
103,0.9835415058578069
104,0.9486865374868613
105,0.864625475168923
106,0.9843514378915265
107,0.9899497531866839
108,0.9738498622369361
109,0.98774165774257106
110,0.9793657883903643
111,0.8831582554538794
112,0.9743797349783958
113,0.9623836147815914
114,0.9902286144387522
115,0.9819275094578372
116,0.9549108015174804
117,0.9249261287833598
118,0.9854368353696757
119,0.99497935435181
120,0.9814659452941594
121,0.9537560717209912
122,0.9869730085025168
123,0.9448303554035669
124,0.9912479762366474
125,0.9818504965072946
126,0.8733766995618033
127,0.8208988614690548
128,0.9049820388235151
129,0.9542570531410024
130,0.9752589571207771
131,0.9880505307446682
132,0.9900024337774828
133,0.9778522146898532
134,0.8795760574460026
135,0.9898945920908916
136,0.9676393641828016
137,0.986643571781739
138,0.9353871976716587
