id,ACTION
1,0.6072107548365095
2,0.9931627368097589
3,0.9926481941838251
4,0.9886111415301402
5,0.9976509759309937
6,0.9912975682599101
7,0.808817314714946
8,0.9985400535413804
9,0.893276514959659
10,0.9585300054632331
11,0.9669650580045539
12,0.9259718273171853
13,0.9892148765521265
14,0.3625845233413501
15,0.9304695396339482
16,0.959802685071897
17,0.23495046816842172
18,0.5130667650036901
19,0.9957762200718295
20,0.9974148604639351
21,0.9785074030118198
22,0.9810192171071217
23,0.9974297008547008
24,0.9333788281023904
25,0.9990532855436082
26,0.7520640693951575
27,0.9729910529769851
28,0.9750571600934179
29,0.975881643383164
30,0.913760026618925
31,0.9878812827222636
32,0.9923803775754525
33,0.9392608145841904
34,0.9967145824353746
35,0.9840717364075781
36,0.9988560626102294
37,0.9674763194883631
38,0.9984545454545455
39,0.991114517714147
40,0.8854830226202852
41,0.528922553867293
42,0.9944645325066136
43,0.9864638326602411
44,0.9801874328127798
45,0.9961837472442854
46,0.975360523940048
47,0.9961074595250469
48,0.99196967643293
49,0.9995063696865409
50,0.9849367555630342
51,0.7997277031695312
52,0.9914174410554596
53,0.9146840993303299
54,1
55,0.9925316084068471
56,0.9732775801861125
57,0.9157122801480494
58,0.997190512371122
59,0.9941826896104182
60,0.9842544201639535
61,0.9935934566281445
62,0.9786144377963507
63,0.9971733968338681
64,0.9963926029221514
65,0.9937932010225651
66,0.9551333621039817
67,0.9552974844679817
68,0.9983621284644593
69,0.9306948260809427
70,0.3931701385917106
71,0.9776474504634859
72,0.9901426216626057
73,1
74,0.990985211237071
75,0.9502892237200935
76,0.9973142857142858
77,0.9942792042198358
78,0.8384966369804664
79,0.6467010234528374
80,0.9805404071151315
81,0.9953471703438673
82,0.9832332867506249
83,0.9930159402688815
84,0.9948746472333513
85,0.9818505468893315
86,0.9673497143148168
87,0.9930644771114391
88,0.9928564076295191
89,0.9978920376485564
90,0.9026864927556105
91,0.9909670617237974
92,0.4592536598235961
93,0.9928491658551434
94,0.9535702825040644
95,0.9869278172262397
96,0.9938869068546882
97,0.2506910028093778
98,0.989500685549573
99,0.9790270287482916
100,0.9968590930821064
101,0.9238467490356819
102,0.9346987543955587
103,0.9806042790011431
104,0.9792099599410431
105,0.7723275113530729
106,0.9827277799783328
107,0.9985765037723192
108,0.9798195181225913
109,0.9949259665770127
110,0.9776994966010802
111,0.48311150709267564
112,0.9907953546189782
113,0.8648965849351437
114,0.9959291572992341
115,0.9855994988324869
116,0.9260951482190972
117,0.9140222439603067
118,0.9941415029508154
119,0.9979485204725143
120,0.9876978438916085
121,0.8304201368892546
122,0.9907901518613272
123,0.94818797762779
124,0.9979117326134327
125,0.9925006405436828
126,0.6907676262393234
127,0.9073716438708486
128,0.5928327722046649
129,0.983741421166276
130,0.9853540867795106
131,0.9952620071128562
132,0.9942867222736235
133,0.9663691148743945
134,0.6003263578095829
135,0.9979081384312019
136,0.9700679988026443
137,0.9922492453283376
138,0.8687524238145337
139,0.9828638979393567
140,0.9985962925571976
141,0.9532906569228807
142,0.9940121547710258
143,0.9930442517598155
144,0.9931107615695852
145,0.9976863717607206
146,0.9118437601351366
147,0.5324698485029583
148,0.4606341124458257
149,0.998224781570632
150,0.9773711467413015
151,0.9977177833061686
152,0.4966469981459297
153,0.9912501529440104
154,0.9053230810777673
155,0.9872968145889027
156,0.8879043393490851
157,0.9845226006055579
158,0.9711741853844243
159,0.7975418568178609
160,0.98006405453886
161,0.8702967174883788
162,0.9931977610413325
163,0.9992195149900315
164,0.9773820746234909
165,0.9921786327892582
166,0.9977727097373275
167,0.6372333418712907
168,0.9764248105942966
169,0.9788030775132698
170,0.9996468632817836
171,0.9845010831556879
172,0.9972920907688918
173,0.949331088380835
174,0.9622760093360119
175,0.9969233614057453
176,0.9979857325807733
177,0.9334274708715964
178,0.9789281262938027
179,0.9699165618465119
180,0.9581475022500903
181,0.8641113071208362
182,0.986287420112844
183,0.7389414850352979
184,0.9012065124000768
185,0.9982372616768389
186,0.8843135768923902
187,0.9960194824941332
188,0.9610870149951241
189,0.1881113306607033
190,0.972825861182219
191,0.998602785109231
192,0.9830277095939444
193,0.9975033461358535
194,0.9974245863564153
195,0.9655214091583763
196,0.9941619938071932
197,0.9922146583769741
198,0.9239064164348303
199,0.9977502094123709
200,0.7310001613340487
201,0.9983690690845397
202,0.988505240831965
203,0.937761497944631
204,0.891227680340142
205,0.9868357537886949
206,0.9966652163354287
207,0.9919933735141393
208,0.9758252504819154
209,0.45029507266339164
210,0.4961329083702773
211,0.7481973120736087
212,0.9794260371833149
213,0.9999503628447024
214,0.9785653503518346
215,0.9801589523828178
216,0.8695389018760828
217,0.7685705712886871
218,0.994405132097265
219,0.9902762683015812
220,0.8728632922620919
221,0.28900943890851555
222,0.9986336886888163
223,0.998
224,0.9929906740578165
225,0.8121060432224542
226,0.8102039112258577
